,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
64944,2010-03-28 00:30:00,8.457593637583544,-4.2508670374957624,10.662055027269426,8.457593637583544,8.457593637583544,-5.3915423984102615,-5.3915423984102615,-5.3915423984102615,-1.7767952467687247,-1.7767952467687247,-1.7767952467687247,0.040305588479685496,0.040305588479685496,0.040305588479685496,-3.6550527401212216,-3.6550527401212216,-3.6550527401212216,0.0,0.0,0.0,3.066051239173283,5.31
65088,2010-03-29 00:30:00,8.499570386350499,-3.3768539707067937,10.042561777713697,8.499570386350499,8.499570386350499,-5.195828902237054,-5.195828902237054,-5.195828902237054,-1.7767952467462753,-1.7767952467462753,-1.7767952467462753,0.07188520056576306,0.07188520056576306,0.07188520056576306,-3.4909188560565405,-3.4909188560565405,-3.4909188560565405,0.0,0.0,0.0,3.303741484113445,7.46
65232,2010-03-30 00:30:00,8.541547135117447,-3.9429401896280454,10.542809215805322,8.541547135117447,8.541547135117447,-5.137640989200413,-5.137640989200413,-5.137640989200413,-1.7767952467516417,-1.7767952467516417,-1.7767952467516417,-0.03603570159688664,-0.03603570159688664,-0.03603570159688664,-3.3248100408518857,-3.3248100408518857,-3.3248100408518857,0.0,0.0,0.0,3.403906145917034,7.67
65376,2010-03-31 00:30:00,8.583523883884402,-3.757714820925725,10.560455195690668,8.583523883884402,8.583523883884402,-5.063089241645586,-5.063089241645586,-5.063089241645586,-1.7767952467630523,-1.7767952467630523,-1.7767952467630523,-0.12899803130537665,-0.12899803130537665,-0.12899803130537665,-3.157295963577157,-3.157295963577157,-3.157295963577157,0.0,0.0,0.0,3.5204346422388157,8.24
65520,2010-04-01 00:30:00,8.62550063265135,-3.3395695632500604,10.785635871241757,8.62550063265135,8.62550063265135,-4.868370130123859,-4.868370130123859,-4.868370130123859,-1.7767952467406034,-1.7767952467406034,-1.7767952467406034,-0.10262305855715102,-0.10262305855715102,-0.10262305855715102,-2.988951824826104,-2.988951824826104,-2.988951824826104,0.0,0.0,0.0,3.7571305025274917,3.77
65664,2010-04-02 00:30:00,8.6674773814183,-2.9193973517195264,11.32336562433003,8.6674773814183,8.6674773814183,-4.4567367889583025,-4.4567367889583025,-4.4567367889583025,-1.776795246752014,-1.776795246752014,-1.776795246752014,0.14040525817912825,0.14040525817912825,0.14040525817912825,-2.8203468003854173,-2.8203468003854173,-2.8203468003854173,0.0,0.0,0.0,4.210740592459997,1.21
65808,2010-04-03 00:30:00,8.709454130185254,-2.4927925607150114,11.658433860694736,8.709454130185254,8.709454130185254,-4.413767660537812,-4.413767660537812,-4.413767660537812,-1.77679524675738,-1.77679524675738,-1.77679524675738,0.01506074423493706,0.01506074423493706,0.01506074423493706,-2.652033158015369,-2.652033158015369,-2.652033158015369,0.0,0.0,0.0,4.295686469647442,0.34
65952,2010-04-04 00:30:00,8.751430878952203,-2.2626304969350337,11.541803253576866,8.751430878952203,8.751430878952203,-4.221025944477112,-4.221025944477112,-4.221025944477112,-1.7767952467687906,-1.7767952467687906,-1.7767952467687906,0.04030558847965208,0.04030558847965208,0.04030558847965208,-2.484536286187973,-2.484536286187973,-2.484536286187973,0.0,0.0,0.0,4.530404934475091,6.71
66096,2010-04-05 00:30:00,8.793407627719155,-2.548014191169205,11.968043807366938,8.793407627719155,8.793407627719155,-4.023255883256057,-4.023255883256057,-4.023255883256057,-1.7767952467463417,-1.7767952467463417,-1.7767952467463417,0.07188520056551982,0.07188520056551982,0.07188520056551982,-2.3183458370752352,-2.3183458370752352,-2.3183458370752352,0.0,0.0,0.0,4.770151744463098,5.06
66240,2010-04-06 00:30:00,8.835384376486106,-2.2155537194124046,11.40731394183742,8.835384376486106,8.835384376486106,-3.9667390934493705,-3.9667390934493705,-3.9667390934493705,-1.7767952467577528,-1.7767952467577528,-1.7767952467577528,-0.03603570159739444,-0.03603570159739444,-0.03603570159739444,-2.1539081450942237,-2.1539081450942237,-2.1539081450942237,0.0,0.0,0.0,4.868645283036735,2.55
66384,2010-04-07 00:30:00,8.877361125253055,-2.1762168323210824,12.073387849634939,8.877361125253055,8.877361125253055,-3.8974133164651907,-3.8974133164651907,-3.8974133164651907,-1.7767952467631185,-1.7767952467631185,-1.7767952467631185,-0.12899803130535356,-0.12899803130535356,-0.12899803130535356,-1.9916200383967182,-1.9916200383967182,-1.9916200383967182,0.0,0.0,0.0,4.979947808787864,5.89
66528,2010-04-08 00:30:00,8.919337874020004,-2.0900383945966885,11.875398741900211,8.919337874020004,8.919337874020004,-3.711242420518108,-3.711242420518108,-3.711242420518108,-1.7767952467467143,-1.7767952467467143,-1.7767952467467143,-0.10262305855743005,-0.10262305855743005,-0.10262305855743005,-1.8318241152139638,-1.8318241152139638,-1.8318241152139638,0.0,0.0,0.0,5.208095453501896,7.9
66672,2010-04-09 00:30:00,8.961314622786958,-1.1825825255375293,12.164553431864253,8.961314622786958,8.961314622786958,-3.3111955000760025,-3.3111955000760025,-3.3111955000760025,-1.77679524675208,-1.77679524675208,-1.77679524675208,0.140405258179158,0.140405258179158,0.140405258179158,-1.6748055115030809,-1.6748055115030809,-1.6748055115030809,0.0,0.0,0.0,5.650119122710955,9.48
66816,2010-04-10 00:30:00,9.003291371553907,-1.4442560077939004,12.663383504949227,9.003291371553907,9.003291371553907,-3.282524644823463,-3.282524644823463,-3.282524644823463,-1.776795246763491,-1.776795246763491,-1.776795246763491,0.015060744235096917,0.015060744235096917,0.015060744235096917,-1.5207901422950691,-1.5207901422950691,-1.5207901422950691,0.0,0.0,0.0,5.720766726730444,7.88
66960,2010-04-11 00:30:00,9.045268120320856,-1.3323315001799259,12.547140353399401,9.045268120320856,9.045268120320856,-3.106434016103628,-3.106434016103628,-3.106434016103628,-1.7767952467410417,-1.7767952467410417,-1.7767952467410417,0.04030558847981689,0.04030558847981689,0.04030558847981689,-1.3699443578424026,-1.3699443578424026,-1.3699443578424026,0.0,0.0,0.0,5.938834104217228,3.49
67104,2010-04-12 00:30:00,9.08724486908781,-0.8367899945750928,13.196903289682501,9.08724486908781,9.08724486908781,-2.9272859645966767,-2.9272859645966767,-2.9272859645966767,-1.7767952467524526,-1.7767952467524526,-1.7767952467524526,0.07188520056593113,0.07188520056593113,0.07188520056593113,-1.2223759184101544,-1.2223759184101544,-1.2223759184101544,0.0,0.0,0.0,6.159958904491133,3.7
67248,2010-04-13 00:30:00,9.129221617854759,-0.6847523611729418,13.642584245588658,9.129221617854759,9.129221617854759,-2.8909671076865426,-2.8909671076865426,-2.8909671076865426,-1.7767952467578185,-1.7767952467578185,-1.7767952467578185,-0.03603570159692518,-0.03603570159692518,-0.03603570159692518,-1.0781361593317984,-1.0781361593317984,-1.0781361593317984,0.0,0.0,0.0,6.2382545101682165,6.78
67392,2010-04-14 00:30:00,9.149777636005373,-0.6525790209235101,13.295658682985394,9.149777636005373,9.149777636005373,-2.84301646974566,-2.84301646974566,-2.84301646974566,-1.7767952467692294,-1.7767952467692294,-1.7767952467692294,-0.12899803130525458,-0.12899803130525458,-0.12899803130525458,-0.9372231916711752,-0.9372231916711752,-0.9372231916711752,0.0,0.0,0.0,6.306761166259713,7.74
67536,2010-04-15 00:30:00,9.16209491161124,-0.37324541473400163,13.677195488265367,9.16209491161124,9.16209491161124,-2.679004269415166,-2.679004269415166,-2.679004269415166,-1.7767952467467805,-1.7767952467467805,-1.7767952467467805,-0.10262305855730522,-0.10262305855730522,-0.10262305855730522,-0.7995859641110805,-0.7995859641110805,-0.7995859641110805,0.0,0.0,0.0,6.483090642196073,5.1
67680,2010-04-16 00:30:00,9.174412187217104,-0.04213586092665105,14.25518587996056,9.174412187217104,9.174412187217104,-2.3015189875064745,-2.3015189875064745,-2.3015189875064745,-1.7767952467581911,-1.7767952467581911,-1.7767952467581911,0.14040525817918778,0.14040525817918778,0.14040525817918778,-0.6651289989274711,-0.6651289989274711,-0.6651289989274711,0.0,0.0,0.0,6.87289319971063,3.72
67824,2010-04-17 00:30:00,9.18672946282297,0.37231070668631816,13.852049682548621,9.18672946282297,9.18672946282297,-2.295452111800707,-2.295452111800707,-2.295452111800707,-1.7767952467635573,-1.7767952467635573,-1.7767952467635573,0.015060744234885728,0.015060744234885728,0.015060744234885728,-0.5337176092720355,-0.5337176092720355,-0.5337176092720355,0.0,0.0,0.0,6.891277351022264,2.51
67968,2010-04-18 00:30:00,9.199046738428837,0.6009134470393465,13.72921623740618,9.199046738428837,9.199046738428837,-2.1416730645871134,-2.1416730645871134,-2.1416730645871134,-1.7767952467411083,-1.7767952467411083,-1.7767952467411083,0.04030558847969713,0.04030558847969713,0.04030558847969713,-0.40518340632570193,-0.40518340632570193,-0.40518340632570193,0.0,0.0,0.0,7.057373673841724,3.13
68112,2010-04-19 00:30:00,9.211364014034706,0.6816804040249347,13.74329054732629,9.211364014034706,9.211364014034706,-1.9842399591071254,-1.9842399591071254,-1.9842399591071254,-1.776795246752519,-1.776795246752519,-1.776795246752519,0.07188520056566164,0.07188520056566164,0.07188520056566164,-0.27932991292026815,-0.27932991292026815,-0.27932991292026815,0.0,0.0,0.0,7.227124054927581,6.36
68256,2010-04-20 00:30:00,9.22368128964057,0.24664197075000205,13.610653837182973,9.22368128964057,9.22368128964057,-1.9687690626909193,-1.9687690626909193,-1.9687690626909193,-1.7767952467578851,-1.7767952467578851,-1.7767952467578851,-0.03603570159712783,-0.03603570159712783,-0.03603570159712783,-0.15593811433590676,-0.15593811433590676,-0.15593811433590676,0.0,0.0,0.0,7.254912226949651,8.36
68400,2010-04-21 00:30:00,9.235998565246437,0.12478495662334371,14.396914610350835,9.235998565246437,9.235998565246437,-1.9405650744821041,-1.9405650744821041,-1.9405650744821041,-1.7767952467692956,-1.7767952467692956,-1.7767952467692956,-0.12899803130523146,-0.12899803130523146,-0.12899803130523146,-0.03477179640757715,-0.03477179640757715,-0.03477179640757715,0.0,0.0,0.0,7.295433490764332,7.06
68544,2010-04-22 00:30:00,9.248315840852303,0.08280503534413781,14.611329472206684,9.248315840852303,9.248315840852303,-1.7950008501901564,-1.7950008501901564,-1.7950008501901564,-1.7767952467468464,-1.7767952467468464,-1.7767952467468464,-0.10262305855708447,-0.10262305855708447,-0.10262305855708447,0.08441745511377469,0.08441745511377469,0.08441745511377469,0.0,0.0,0.0,7.453314990662147,1.28
68688,2010-04-23 00:30:00,9.26063311645817,0.8163384316128659,14.768577705055772,9.26063311645817,9.26063311645817,-1.4345042956830067,-1.4345042956830067,-1.4345042956830067,-1.7767952467582575,-1.7767952467582575,-1.7767952467582575,0.14040525817921756,0.14040525817921756,0.14040525817921756,0.20188569289603317,0.20188569289603317,0.20188569289603317,0.0,0.0,0.0,7.826128820775163,0.86
68832,2010-04-24 00:30:00,9.272950392064036,0.8667360461952188,14.859765610124413,9.272950392064036,9.272950392064036,-1.4438419487443004,-1.4438419487443004,-1.4438419487443004,-1.7767952467636239,-1.7767952467636239,-1.7767952467636239,0.015060744234861525,0.015060744234861525,0.015060744234861525,0.31789255378446163,0.31789255378446163,0.31789255378446163,0.0,0.0,0.0,7.829108443319736,4.4
68976,2010-04-25 00:30:00,9.285267667669903,1.1516582323771003,15.564444889408078,9.285267667669903,9.285267667669903,-1.303791906665136,-1.303791906665136,-1.303791906665136,-1.776795246747219,-1.776795246747219,-1.776795246747219,0.04030558847966369,0.04030558847966369,0.04030558847966369,0.43269775160241913,0.43269775160241913,0.43269775160241913,0.0,0.0,0.0,7.981475761004766,8.83
69120,2010-04-26 00:30:00,9.29758494327577,1.4666575605113625,16.08616266123638,9.29758494327577,9.29758494327577,-1.1583519193455745,-1.1583519193455745,-1.1583519193455745,-1.7767952467525854,-1.7767952467525854,-1.7767952467525854,0.07188520056574568,0.07188520056574568,0.07188520056574568,0.5465581268412651,0.5465581268412651,0.5465581268412651,0.0,0.0,0.0,8.139233023930196,10.86
69264,2010-04-27 00:30:00,9.309902218881636,1.6180109946044556,15.18262456089859,9.309902218881636,9.309902218881636,-1.1531057135167402,-1.1531057135167402,-1.1531057135167402,-1.776795246763996,-1.776795246763996,-1.776795246763996,-0.03603570159733048,-0.03603570159733048,-0.03603570159733048,0.6597252348445866,0.6597252348445866,0.6597252348445866,0.0,0.0,0.0,8.156796505364895,10.44
69408,2010-04-28 00:30:00,9.322219494487502,0.7632666710594328,15.536674884443697,9.322219494487502,9.322219494487502,-1.1333498494969998,-1.1333498494969998,-1.1333498494969998,-1.776795246741547,-1.776795246741547,-1.776795246741547,-0.12899803130535506,-0.12899803130535506,-0.12899803130535506,0.7724434285499022,0.7724434285499022,0.7724434285499022,0.0,0.0,0.0,8.188869644990502,6.02
69552,2010-04-29 00:30:00,9.334536770093369,1.2625687563515116,15.595912792270157,9.334536770093369,9.334536770093369,-0.9944699353877087,-0.9944699353877087,-0.9944699353877087,-1.7767952467529577,-1.7767952467529577,-1.7767952467529577,-0.10262305855745944,-0.10262305855745944,-0.10262305855745944,0.8849483699227088,0.8849483699227088,0.8849483699227088,0.0,0.0,0.0,8.34006683470566,8.9
69696,2010-04-30 00:30:00,9.346854045699235,2.0748755021286605,15.67361880596853,9.346854045699235,9.346854045699235,-0.6389241017665012,-0.6389241017665012,-0.6389241017665012,-1.7767952467583237,-1.7767952467583237,-1.7767952467583237,0.1404052581791839,0.1404052581791839,0.1404052581791839,0.9974658868126387,0.9974658868126387,0.9974658868126387,0.0,0.0,0.0,8.707929943932735,12.39
69840,2010-05-01 00:30:00,9.359171321305103,1.6000757073156548,15.263779310486754,9.359171321305103,9.359171321305103,-0.651523422817135,-0.651523422817135,-0.651523422817135,-1.7767952467697343,-1.7767952467697343,-1.7767952467697343,0.015060744235021375,0.015060744235021375,0.015060744235021375,1.1102110797175782,1.1102110797175782,1.1102110797175782,0.0,0.0,0.0,8.707647898487968,12.35
69984,2010-05-02 00:30:00,9.371488596910968,1.4200111176647872,16.171196356401587,9.371488596910968,9.371488596910968,-0.5131020819841097,-0.5131020819841097,-0.5131020819841097,-1.7767952467472854,-1.7767952467472854,-1.7767952467472854,0.04030558847963027,0.04030558847963027,0.04030558847963027,1.2233875762835453,1.2233875762835453,1.2233875762835453,0.0,0.0,0.0,8.858386514926858,9.97
70128,2010-05-03 00:30:00,9.383805872516835,1.7754723052523662,16.12743265384693,9.383805872516835,9.383805872516835,-0.36772321565350735,-0.36772321565350735,-0.36772321565350735,-1.7767952467586958,-1.7767952467586958,-1.7767952467586958,0.07188520056582973,0.07188520056582973,0.07188520056582973,1.337186830539359,1.337186830539359,1.337186830539359,0.0,0.0,0.0,9.016082656863327,9.91
70272,2010-05-04 00:30:00,9.3961231481227,1.7982404238105152,15.901876357016631,9.3961231481227,9.3961231481227,-0.36104357952779675,-0.36104357952779675,-0.36104357952779675,-1.776795246764062,-1.776795246764062,-1.776795246764062,-0.03603570159753313,-0.03603570159753313,-0.03603570159753313,1.4517873688337986,1.4517873688337986,1.4517873688337986,0.0,0.0,0.0,9.035079568594902,7.6
70416,2010-05-05 00:30:00,9.408440423728567,1.941612157837408,15.905962287546132,9.408440423728567,9.408440423728567,-0.33843938305003357,-0.33843938305003357,-0.33843938305003357,-1.7767952467416128,-1.7767952467416128,-1.7767952467416128,-0.12899803130547866,-0.12899803130547866,-0.12899803130547866,1.567353894997058,1.567353894997058,1.567353894997058,0.0,0.0,0.0,9.070001040678534,4.79
70560,2010-05-06 00:30:00,9.420757699334434,1.8586949312783099,16.295478667094663,9.420757699334434,9.420757699334434,-0.1953821224692991,-0.1953821224692991,-0.1953821224692991,-1.7767952467530237,-1.7767952467530237,-1.7767952467530237,-0.10262305855723869,-0.10262305855723869,-0.10262305855723869,1.6840361828409633,1.6840361828409633,1.6840361828409633,0.0,0.0,0.0,9.225375576865135,5.78
70704,2010-05-07 00:30:00,9.4330749749403,2.9070727138963277,16.762570507877346,9.4330749749403,9.4330749749403,0.1655777155641502,0.1655777155641502,0.1655777155641502,-1.7767952467583896,-1.7767952467583896,-1.7767952467583896,0.14040525817921368,0.14040525817921368,0.14040525817921368,1.8019677041433262,1.8019677041433262,1.8019677041433262,0.0,0.0,0.0,9.598652690504451,5.11
70848,2010-05-08 00:30:00,9.445392250546169,2.078293725911978,16.505226021743063,9.445392250546169,9.445392250546169,0.15952946131868545,0.15952946131868545,0.15952946131868545,-1.7767952467419852,-1.7767952467419852,-1.7767952467419852,0.015060744234997179,0.015060744234997179,0.015060744234997179,1.9212639638256737,1.9212639638256737,1.9212639638256737,0.0,0.0,0.0,9.604921711864854,5.3
70992,2010-05-09 00:30:00,9.457709526152032,2.7248193981978956,16.576349139332617,9.457709526152032,9.457709526152032,0.30553088182483634,0.30553088182483634,0.30553088182483634,-1.7767952467473513,-1.7767952467473513,-1.7767952467473513,0.040305588479881416,0.040305588479881416,0.040305588479881416,2.0420205400923064,2.0420205400923064,2.0420205400923064,0.0,0.0,0.0,9.763240407976868,7.18
71136,2010-05-10 00:30:00,9.470026801757898,2.589140851402701,16.963459601151662,9.470026801757898,9.470026801757898,0.45940080855457005,0.45940080855457005,0.45940080855457005,-1.7767952467587622,-1.7767952467587622,-1.7767952467587622,0.07188520056588747,0.07188520056588747,0.07188520056588747,2.164310854747445,2.164310854747445,2.164310854747445,0.0,0.0,0.0,9.929427610312468,8.57
71280,2010-05-11 00:30:00,9.482344077363765,3.0514797893875696,17.28623732778157,9.482344077363765,9.482344077363763,0.4753527781746527,0.4753527781746527,0.4753527781746527,-1.7767952467641284,-1.7767952467641284,-1.7767952467641284,-0.03603570159706389,-0.03603570159706389,-0.03603570159706389,2.2881837265358453,2.2881837265358453,2.2881837265358453,0.0,0.0,0.0,9.957696855538417,7.34
71424,2010-05-12 00:30:00,9.494661352969633,2.975147759972832,16.854278412517417,9.494661352969633,9.494661352969633,0.5078675088309775,0.5078675088309775,0.5078675088309775,-1.776795246747724,-1.776795246747724,-1.776795246747724,-0.12899803130523294,-0.12899803130523294,-0.12899803130523294,2.4136607868839346,2.4136607868839346,2.4136607868839346,0.0,0.0,0.0,10.002528861800611,8.53
71568,2010-05-13 00:30:00,9.5069786285755,3.2295537717731464,17.05075112572644,9.5069786285755,9.5069786285755,0.6613155563393396,0.6613155563393396,0.6613155563393396,-1.7767952467530903,-1.7767952467530903,-1.7767952467530903,-0.10262305855711386,-0.10262305855711386,-0.10262305855711386,2.540733861649543,2.540733861649543,2.540733861649543,0.0,0.0,0.0,10.168294184914838,7.27
71712,2010-05-14 00:30:00,9.519295904181364,3.2012554188715128,18.160246693085263,9.519295904181364,9.519295904181364,1.0329724546658856,1.0329724546658856,1.0329724546658856,-1.7767952467645007,-1.7767952467645007,-1.7767952467645007,0.14040525817924343,0.14040525817924343,0.14040525817924343,2.669362443251143,2.669362443251143,2.669362443251143,0.0,0.0,0.0,10.55226835884725,6.63
71856,2010-05-15 00:30:00,9.53161317978723,3.3564131427963733,17.849052526651345,9.53161317978723,9.53161317978723,1.0377368912737452,1.0377368912737452,1.0377368912737452,-1.7767952467420518,-1.7767952467420518,-1.7767952467420518,0.015060744235158475,0.015060744235158475,0.015060744235158475,2.799471393780639,2.799471393780639,2.799471393780639,0.0,0.0,0.0,10.569350071060976,5.5
72000,2010-05-16 00:30:00,9.543930455393097,4.000528139658668,17.65496767230227,9.543930455393097,9.543930455393097,1.1944593721922228,1.1944593721922228,1.1944593721922228,-1.7767952467534625,-1.7767952467534625,-1.7767952467534625,0.04030558847947708,0.04030558847947708,0.04030558847947708,2.9309490304662082,2.9309490304662082,2.9309490304662082,0.0,0.0,0.0,10.73838982758532,5.52
72144,2010-05-17 00:30:00,9.556247730998964,3.6134292094124003,17.829960354391815,9.556247730998964,9.556247730998964,1.3587357032496332,1.3587357032496332,1.3587357032496332,-1.7767952467588286,-1.7767952467588286,-1.7767952467588286,0.07188520056564425,0.07188520056564425,0.07188520056564425,3.0636457494428173,3.0636457494428173,3.0636457494428173,0.0,0.0,0.0,10.914983434248597,5.98
72288,2010-05-18 00:30:00,9.56856500660483,3.4618898373823552,17.89329373603533,9.568565006604832,9.56856500660483,1.3845423933376244,1.3845423933376244,1.3845423933376244,-1.7767952467702393,-1.7767952467702393,-1.7767952467702393,-0.036035701597571676,-0.036035701597571676,-0.036035701597571676,3.1973733417054353,3.1973733417054353,3.1973733417054353,0.0,0.0,0.0,10.953107399942454,8.96
72432,2010-05-19 00:30:00,9.580882282210698,3.787938031666579,18.307576316399924,9.580882282210698,9.580882282210698,1.4261118679505405,1.4261118679505405,1.4261118679505405,-1.7767952467477903,-1.7767952467477903,-1.7767952467477903,-0.1289980313054324,-0.1289980313054324,-0.1289980313054324,3.331905146003763,3.331905146003763,3.331905146003763,0.0,0.0,0.0,11.006994150161239,7.67
72576,2010-05-20 00:30:00,9.593199557816563,4.657491754683137,18.50532307950712,9.593199557816563,9.593199557816563,1.5875588620900842,1.5875588620900842,1.5875588620900842,-1.7767952467592014,-1.7767952467592014,-1.7767952467592014,-0.10262305855698906,-0.10262305855698906,-0.10262305855698906,3.4669771674062746,3.4669771674062746,3.4669771674062746,0.0,0.0,0.0,11.180758419906647,9.36
72720,2010-05-21 00:30:00,9.60551683342243,4.389993885557199,18.976179119170737,9.60551683342243,9.60551683342243,1.965900278813398,1.965900278813398,1.965900278813398,-1.7767952467645673,-1.7767952467645673,-1.7767952467645673,0.14040525817916005,0.14040525817916005,0.14040525817916005,3.602290267398805,3.602290267398805,3.602290267398805,0.0,0.0,0.0,11.571417112235828,9.21
72864,2010-05-22 00:30:00,9.617834109028296,4.628197146786517,18.200862338449287,9.617834109028296,9.617834109028296,1.9757789998457873,1.9757789998457873,1.9757789998457873,-1.7767952467421178,-1.7767952467421178,-1.7767952467421178,0.015060744234947293,0.015060744234947293,0.015060744234947293,3.7375135023529578,3.7375135023529578,3.7375135023529578,0.0,0.0,0.0,11.593613108874083,9.35
73008,2010-05-23 00:30:00,9.630151384634162,4.790334884818749,19.117126310464077,9.630151384634162,9.630151384634162,2.1357989943419238,2.1357989943419238,2.1357989943419238,-1.776795246753529,-1.776795246753529,-1.776795246753529,0.040305588479728226,0.040305588479728226,0.040305588479728226,3.872288652615724,3.872288652615724,3.872288652615724,0.0,0.0,0.0,11.765950378976086,12.36
73152,2010-05-24 00:30:00,9.642468660240029,5.245188986874778,18.674979641445063,9.642468660240029,9.642468660240029,2.301325899239671,2.301325899239671,2.301325899239671,-1.7767952467588948,-1.7767952467588948,-1.7767952467588948,0.07188520056572831,0.07188520056572831,0.07188520056572831,4.006235945432838,4.006235945432838,4.006235945432838,0.0,0.0,0.0,11.9437945594797,13.71
73296,2010-05-25 00:30:00,9.654785935845895,4.9882282669226905,18.587764492365146,9.654785935845895,9.654785935845895,2.3261299842444645,2.3261299842444645,2.3261299842444645,-1.7767952467424903,-1.7767952467424903,-1.7767952467424903,-0.03603570159710243,-0.03603570159710243,-0.03603570159710243,4.138960932584057,4.138960932584057,4.138960932584057,0.0,0.0,0.0,11.98091592009036,11.83
73440,2010-05-26 00:30:00,9.667103211451764,5.023368117876336,19.368507466817917,9.667103211451764,9.667103211451764,2.364269161240769,2.364269161240769,2.364269161240769,-1.7767952467478563,-1.7767952467478563,-1.7767952467478563,-0.1289980313053334,-0.1289980313053334,-0.1289980313053334,4.270062439293959,4.270062439293959,4.270062439293959,0.0,0.0,0.0,12.031372372692532,10.5
73584,2010-05-27 00:30:00,9.679420487057628,5.16265628553464,19.418039040140904,9.679420487057628,9.679420487057628,2.519723150960547,2.519723150960547,2.519723150960547,-1.7767952467592674,-1.7767952467592674,-1.7767952467592674,-0.10262305855726811,-0.10262305855726811,-0.10262305855726811,4.399141456277082,4.399141456277082,4.399141456277082,0.0,0.0,0.0,12.199143638018175,10.66
73728,2010-05-28 00:30:00,9.691737762663493,5.221274600597917,19.807242591568656,9.691737762663493,9.691737762663493,2.889420814593733,2.889420814593733,2.889420814593733,-1.776795246764633,-1.776795246764633,-1.776795246764633,0.14040525817923954,0.14040525817923954,0.14040525817923954,4.525810803179127,4.525810803179127,4.525810803179127,0.0,0.0,0.0,12.581158577257225,10.36
73872,2010-05-29 00:30:00,9.70405503826936,5.5710315707674045,19.406223229428388,9.70405503826936,9.70405503826936,2.8879708482921203,2.8879708482921203,2.8879708482921203,-1.7767952467482286,-1.7767952467482286,-1.7767952467482286,0.015060744235107127,0.015060744235107127,0.015060744235107127,4.649705350805243,4.649705350805243,4.649705350805243,0.0,0.0,0.0,12.59202588656148,8.87
74016,2010-05-30 00:30:00,9.716372313875228,5.438495911244572,19.554410496939738,9.716372313875228,9.716372313875226,3.034002894705155,3.034002894705155,3.034002894705155,-1.776795246753595,-1.776795246753595,-1.776795246753595,0.04030558847997936,0.04030558847997936,0.04030558847997936,4.77049255297877,4.77049255297877,4.77049255297877,0.0,0.0,0.0,12.750375208580383,12.14
74160,2010-05-31 00:30:00,9.728689589481094,5.82937737789292,19.53133004692532,9.728689589481093,9.728689589481094,3.182972961932251,3.182972961932251,3.182972961932251,-1.7767952467650054,-1.7767952467650054,-1.7767952467650054,0.07188520056581235,0.07188520056581235,0.07188520056581235,4.887883008131444,4.887883008131444,4.887883008131444,0.0,0.0,0.0,12.911662551413345,7.62
74304,2010-06-01 00:30:00,9.741006865086959,6.080374359417791,19.92420220926451,9.741006865086959,9.741006865086959,3.1888097988147224,3.1888097988147224,3.1888097988147224,-1.7767952467425565,-1.7767952467425565,-1.7767952467425565,-0.03603570159693832,-0.03603570159693832,-0.03603570159693832,5.001640747154218,5.001640747154218,5.001640747154218,0.0,0.0,0.0,12.929816663901681,8.56
74448,2010-06-02 00:30:00,9.753324140692825,6.020383707186314,19.732419112207154,9.753324140692825,9.753324140692825,3.205799650765223,3.205799650765223,3.205799650765223,-1.7767952467539672,-1.7767952467539672,-1.7767952467539672,-0.1289980313053103,-0.1289980313053103,-0.1289980313053103,5.111592928824501,5.111592928824501,5.111592928824501,0.0,0.0,0.0,12.959123791458047,8.57
74592,2010-06-03 00:30:00,9.765641416298694,6.427227759303917,20.20912398924778,9.765641416298694,9.765641416298694,3.338220312898878,3.338220312898878,3.338220312898878,-1.7767952467593333,-1.7767952467593333,-1.7767952467593333,-0.10262305855704731,-0.10262305855704731,-0.10262305855704731,5.2176386182152585,5.2176386182152585,5.2176386182152585,0.0,0.0,0.0,13.103861729197572,13.08
74736,2010-06-04 00:30:00,9.777958691904558,6.565752712557437,20.483312108305192,9.777958691904558,9.777958691904558,3.6833663390214935,3.6833663390214935,3.6833663390214935,-1.7767952467707442,-1.7767952467707442,-1.7767952467707442,0.14040525817921962,0.14040525817921962,0.14040525817921962,5.3197563276130175,5.3197563276130175,5.3197563276130175,0.0,0.0,0.0,13.461325030926051,11.46
74880,2010-06-05 00:30:00,9.790275967510425,6.329709998121977,20.06052465777963,9.790275967510425,9.790275967510425,3.65627551141962,3.65627551141962,3.65627551141962,-1.776795246748295,-1.776795246748295,-1.776795246748295,0.015060744234895946,0.015060744234895946,0.015060744234895946,5.41801001393302,5.41801001393302,5.41801001393302,0.0,0.0,0.0,13.446551478930045,11.28
75024,2010-06-06 00:30:00,9.802593243116293,6.754338841717307,20.684619587028855,9.802593243116293,9.802593243116293,3.7760635933099067,3.7760635933099067,3.7760635933099067,-1.7767952467597061,-1.7767952467597061,-1.7767952467597061,0.04030558847957504,0.04030558847957504,0.04030558847957504,5.512553251590037,5.512553251590037,5.512553251590037,0.0,0.0,0.0,13.5786568364262,14.55
